"lhs","op","rhs","block","group","label","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all"
"ST113Q04TA","|","t3",1,1,"",1.4922484361387,0.0200361706146965,74.4777265494102,0,1.45297826334579,1.5315186089316,1.4922484361387,1.4922484361387
"ST129Q01TA","|","t1",1,1,"",-0.578983478641923,0.0200361706146965,-28.8969129768359,0,-0.618253651434828,-0.539713305849018,-0.578983478641923,-0.578983478641923
"ST129Q01TA","|","t2",1,1,"",0.961549232749387,0.0200361706146965,47.9906690375301,0,0.922279059956482,1.00081940554229,0.961549232749387,0.961549232749387
"ST129Q01TA","|","t3",1,1,"",1.54315597001748,0.0200361706146965,77.018508161713,0,1.50388579722458,1.58242614281039,1.54315597001748,1.54315597001748
"ST129Q02TA","|","t1",1,1,"",-0.478318183816184,0.0200361706146965,-23.8727346165309,0,-0.517588356609089,-0.439048011023279,-0.478318183816184,-0.478318183816184
"ST129Q02TA","|","t2",1,1,"",0.950429498850085,0.0200361706146965,47.4356860463618,0,0.91115932605718,0.98969967164299,0.950429498850085,0.950429498850085
"ST129Q02TA","|","t3",1,1,"",1.62419654335572,0.0200361706146965,81.0632218396247,0,1.58492637056281,1.66346671614862,1.62419654335572,1.62419654335572
"ST129Q03TA","|","t1",1,1,"",-0.580173306367214,0.0200361706146965,-28.9562969653321,0,-0.619443479160119,-0.540903133574309,-0.580173306367214,-0.580173306367214
"ST129Q03TA","|","t2",1,1,"",0.67196632230279,0.0200361706146965,33.5376622222363,0,0.632696149509885,0.711236495095695,0.67196632230279,0.67196632230279
"ST129Q03TA","|","t3",1,1,"",1.37691242310105,0.0200361706146965,68.7213365058431,0,1.33764225030814,1.41618259589395,1.37691242310105,1.37691242310105
"ST129Q04TA","|","t1",1,1,"",-0.571861615496245,0.0200361706146965,-28.5414626623704,0,-0.61113178828915,-0.53259144270334,-0.571861615496245,-0.571861615496245
"ST129Q04TA","|","t2",1,1,"",0.763063777419774,0.0200361706146965,38.0843122218208,0,0.723793604626869,0.802333950212679,0.763063777419774,0.763063777419774
