ST001D01T,ST004D01T,ST268Q01JA,ST268Q04JA,ST268Q07JA,AGE,IMMIG,MISCED,ESCS,PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV6MATH,PV7MATH,PV8MATH,PV9MATH,PV10MATH,SC064Q05WA,SC064Q06WA,SC064Q01TA,SC064Q02TA,SC064Q04NA,SC064Q03TA,SC064Q07WA,SCHSIZE,MCLSIZE,LV_SMP
10,1,1,1,2,15.67,1,8,0.5982,411.413,384.737,458.452,498.938,435.271,402.513,387.999,402.023,471.517,436.632,20,20,33,39,41,32,11,972,23,-1.0291487175994285
10,1,2,2,3,16.17,1,4,-1.6062,294.716,265.421,296.428,279.515,367.861,266.098,256.512,318.643,283.803,352.94,7,3,25,11,8,1,1,451,23,-2.3253391116716893
10,2,4,4,4,15.5,1,4,-0.5406,789.054,745.804,732.853,710.767,772.791,646.084,679.488,686.971,750.619,718.901,30,30,30,30,0,2,1,721,28,1.885979000989586
10,1,1,1,4,15.5,1,8,1.294,464.041,468.638,440.716,477.74,406.014,388.952,446.81,422.564,436.006,437.58,20,0,20,20,10,10,0,301,28,-0.9302944584341281
10,1,2,2,4,15.67,1,3,-0.7043,458.647,422.848,496.721,446.384,433.109,459.569,457.061,481.078,446.125,468.347,7,3,25,11,8,1,1,451,23,-0.7511015156088771
10,1,3,2,3,15.5,1,4,-0.9351,474.668,469.994,497.766,470.871,492.281,535.875,481.362,447.553,448.423,484.248,9,7,11,8,1,5,0,600,18,-0.5193359929931466
10,1,2,2,4,15.75,1,3,-1.1974,445.977,441.562,429.273,465.031,403.906,451.907,473.955,442.025,423.516,451.575,10,0,50,45,0,5,0,145,18,-0.8899220961577248
10,2,3,2,4,15.58,1,4,0.7773,571.503,574.548,571.074,562.955,544.058,582.322,631.592,568.244,540.684,571.363,15,26,26,86,0,13,0,759,28,0.3879125353974367
10,2,3,4,3,15.83,1,9,1.0989,599.718,610.012,561.762,622.732,579.364,600.605,600.509,598.286,599.091,615.596,30,2,49,27,18,25,0,935,28,0.6539156700634909
10,1,2,2,4,15.92,1,4,-0.016,409.875,483.885,460.05,412.869,433.466,389.151,430.98,395.57,433.293,416.65,100,99,97,99,99,99,0,713,23,-1.0524985838867418
10,2,4,4,4,16,1,8,0.767,443.168,513.515,480.028,480.546,468.566,488.545,503.262,498.324,441.137,471.703,80,80,63,62,5,10,0,980,28,-0.5339402479913726
10,1,1,1,4,15.83,1,8,0.5068,482.698,499.993,518.001,482.024,450.268,448.418,452.946,473.635,482.823,495.192,10,21,20,22,10,29,1,505,23,-0.5376636768806005
10,1,2,2,2,16.17,1,8,-0.2297,433.447,459.592,404.115,421.207,405.433,447.771,447.085,460.847,415.818,423.37,5,1,5,5,100,2,0,526,18,-0.9994350856157004
10,2,2,2,3,15.75,1,8,0.7376,700.208,591.584,627.321,569.537,569.761,602.756,601.186,626.092,586.212,573.435,5,1,5,5,100,2,0,526,18,0.712944060473507
10,1,2,2,3,15.58,1,8,0.9657,615.268,612.556,625.169,599.715,641.944,618.586,680.179,627.873,562.355,668.017,10,10,40,90,10,10,0,780,28,0.9155896598581447
10,1,2,2,3,15.58,1,8,0.721,550.928,573.249,497.587,549.368,525.954,542.227,572.17,548.606,541.712,503.599,15,26,26,86,0,13,0,759,28,0.07746826034687648
10,2,3,3,4,16.17,1,4,-0.1955,628.52,552.206,544.186,537.994,551.777,598.206,529.913,608.807,567.337,554.881,1,0,3,5,0,2,0,1009,33,0.3421681586540576
10,1,1,1,1,16.17,1,9,0.6105,441.061,435.122,515.175,407.606,479.961,421.68,446.796,410.976,425.461,456.732,1,1,50,50,0,10,0,804,38,-0.8794971870201698
10,2,3,1,4,16,1,4,-0.4026,473.372,445.93,440.364,421.091,443.097,434.536,419.317,437.242,431.182,444.099,93,90,90,90,89,90,91,286,18,-0.9293534877428944
10,2,3,1,3,15.67,1,5,-1.1512,333.13,337.16,340.253,389.084,337.901,369.351,305.49,345.166,408.719,419.123,5,5,5,5,5,10,3,330,18,-1.7261063871098083
10,1,3,2,4,15.5,1,4,0.1125,600.388,582.025,591.257,642.511,586.875,579.93,561.235,596.98,584.85,617.339,10,30,30,50,80,90,0,765,28,0.6089567710233577
9,2,2,1,1,15.25,1,4,-0.4628,621.556,522.938,596.524,590.119,536.987,598.436,583.101,537.531,554.57,596.005,30,20,10,20,20,10,1,628,28,0.4067749743685664
10,1,4,2,4,16.08,1,7,0.677,717.387,689.878,670.676,698.69,755.807,738.37,729.181,711.48,707.379,752.33,80,0,90,90,0,5,0,612,23,1.82663925507038
10,2,3,3,4,15.75,1,4,0.4673,650.477,643.394,625.053,654.981,673.777,583.972,625.714,619.218,627.875,622.341,10,10,40,90,10,10,0,780,28,0.9887402801138447
10,1,2,1,3,15.75,1,4,-1.9262,479.59,475.928,541.861,516.789,481.388,508.513,456.882,507.153,482.12,509.022,10,10,10,10,0,9,0,256,23,-0.3660384513761072
10,2,4,4,4,15.58,1,4,-0.0209,689.651,726.803,701.351,673.145,688.205,679.669,708.243,675.601,707.316,653.003,100,100,100,100,100,100,0,956,23,1.5605497041068375
9,1,1,1,3,15.25,1,4,0.0554,489.673,415.533,434.972,451.476,457.679,440.173,480.115,453.839,503.409,482.169,40,48,16,15,85,87,0,436,28,-0.7112628069374218
10,1,3,3,4,15.83,1,4,-0.2433,557.373,600.233,558.141,530.105,591.184,573.476,576.551,582.855,599.57,568.093,20,80,100,100,0,5,0,875,28,0.40599301560765766
10,1,3,2,4,15.5,1,4,0.8821,523.424,619.037,550.997,517.98,564.214,527.607,561.828,577.123,487.365,589.427,10,0,30,30,30,10,0,869,28,0.1883908338921592
9,2,3,1,4,15.42,3,4,-1.1916,438.543,416.463,410.274,433.872,432.512,411.331,438.782,394.914,378.625,369.312,12,13,18,18,19,82,3,561,33,-1.1917526113853691
10,2,4,3,4,15.33,1,8,1.3023,731.283,744.66,727.915,677.708,742.503,704.986,653.063,757.529,732.288,727.741,70,10,70,70,3,5,0,260,13,1.8523900402339768
10,2,3,3,3,15.75,1,8,-0.1406,539.301,505.944,472.166,496.706,501.986,485.426,545.574,437.401,523.811,517.875,45,28,60,75,15,15,0,856,23,-0.29740837306047285
10,1,4,3,4,15.42,1,8,0.8039,565.732,525.388,560.345,534.825,548.293,528.414,551.188,545.147,529.292,493.448,20,80,100,100,0,5,0,875,28,0.053477547837047945
10,2,1,1,3,15.58,1,9,-0.2528,324.717,386.744,352.217,369.695,381.216,330.215,420.289,351.686,387.724,402.046,10,3,10,5,0,2,0,658,23,-1.6052026229011573
10,2,4,3,4,15.83,1,4,-0.1333,731.946,798.519,721.169,747.328,664.036,704.069,740.303,747.405,744.29,711.958,9,17,11,22,3,25,0,938,23,1.9644112691688134
10,2,2,2,3,15.42,1,4,-0.5351,537.757,475.984,516.011,534.361,494.426,502.451,477.888,555.576,558.297,529.416,80,80,63,62,5,10,0,980,28,-0.1450198492013471
10,1,2,2,4,15.92,1,8,0.0625,528.198,537.135,569.931,545.686,526.851,492.477,570.252,574.902,537.682,505.284,10,10,20,30,0,5,1,492,18,0.05956645437964378
10,1,3,2,4,16.17,1,4,-0.6377,678.894,701.342,653.637,713.054,680.304,645.732,612.428,654.475,720.865,708.574,80,0,40,20,0,10,1,729,28,1.426931406014019
10,1,3,2,4,15.92,1,8,1.1726,585.04,598.774,549.128,557.613,573.562,610.802,562.297,563.107,583.396,544.042,20,20,90,80,75,75,20,1042,28,0.39651082729460396
10,1,1,1,3,15.67,1,4,0.2516,482.181,475.972,477.733,459.971,482.15,434.94,444.324,446.288,483.056,506.163,30,12,10,8,7,14,0,778,28,-0.6297425445798961
10,2,4,4,4,16,1,9,1.4214,671.171,750.197,617.82,646.391,793.168,745.167,634.878,670.567,755.182,695.719,30,2,49,27,18,25,0,935,28,1.636819139943804
10,1,3,2,4,16,1,4,-1.1288,526.155,466.749,487.454,466.562,482.175,487.285,448.766,460.046,423.028,533.599,10,20,10,15,0,20,0,547,18,-0.541644198605421
10,2,2,3,3,16.08,1,5,-0.3259,572.369,576.678,562.227,526.286,595.45,577.279,588.059,575.223,568.919,549.827,50,50,50,70,80,100,0,561,23,0.3612981719674571
10,1,2,1,4,15.58,1,7,0.5938,421.694,515.639,409.254,597.564,475.74,516.788,472.065,438.69,472.006,468.03,8,3,30,24,0,5,4,739,23,-0.5344553947517574
10,2,3,3,4,15.58,1,8,1.73,637.785,613.188,621.645,606.022,629.456,639.464,616.687,629.258,624.628,591.199,16,15,71,89,22,23,0,1107,33,0.8731845371535758
10,1,3,2,4,15.83,1,10,1.3825,587.301,618.137,611.536,569.656,568.559,576.587,567.81,588.829,575.713,584.206,20,21,39,39,3,63,0,924,28,0.5148731124857686
10,1,3,3,4,16.17,1,4,0.1902,665.275,709.039,715.517,712.528,697.961,697.519,711.634,729.014,705.352,683.697,20,50,50,100,0,30,2,838,28,1.683532846859607
10,1,4,3,4,15.58,1,9,0.857,772.499,679.16,757.54,678.325,789.709,674.35,692.549,702.839,703.664,793.159,5,0,10,5,30,5,0,729,23,1.8965300462922534
10,1,2,2,3,15.5,1,4,0.2308,503.614,545.53,472.362,562.159,449.969,492.225,561.312,483.605,518.145,510.705,100,100,90,80,0,4,1,988,28,-0.22474629009088906
10,1,2,1,3,15.92,1,4,-0.7764,321.941,384.882,348.699,342.367,353.119,374.448,369.533,403.107,399.194,321.419,10,10,10,10,29,9,0,873,28,-1.6928147582543078
10,1,3,2,3,15.75,1,8,1.0607,591.655,537.999,569.357,533.509,533.305,570.194,585.456,537.074,548.847,569.7,100,100,100,100,100,100,0,956,23,0.24770647724619832
10,1,2,1,4,15.42,1,5,-1.3672,523.422,485.094,558.312,554.412,563.093,498.741,477.273,478.013,493.826,479.696,10,20,30,60,3,2,0,500,13,-0.21504514824547416
9,1,2,1,4,15.33,1,4,-0.373,507.679,499.863,492.213,537.629,489.764,545.551,478.157,538.11,518.189,473.049,50,30,40,10,20,20,0,622,28,-0.24551465810809306
10,1,1,1,3,15.5,1,4,-1.1048,376.594,414.177,366.684,412.543,371.146,395.485,389.992,412.559,430.014,338.125,10,20,10,15,0,20,0,547,18,-1.4069515545837215
10,1,2,2,4,15.42,1,7,0.7749,560.519,510.421,464.546,483.526,490.556,467.281,469.198,431.121,495.903,560.261,37,32,46,26,10,2,0,887,28,-0.3909024884682454
10,1,3,2,4,15.58,1,4,-0.287,639.477,611.2,567.176,655.292,642.173,620.95,624.938,606.068,610.968,626.701,10,5,30,10,2,5,1,1004,28,0.869161419750326
10,1,1,1,4,15.67,1,5,-0.3261,518.85,443.543,438.52,440.373,526.693,490.427,447.273,476.514,489.531,497.18,0,0,1,1,0,0,0,686,23,-0.5538947201419113
10,2,2,2,3,15.75,1,7,0.9815,377.792,389.227,441.941,373.371,339.529,370.726,345.471,353.026,383.756,395.833,15,80,30,70,0,2,0,697,28,-1.5431757604743146
10,1,2,3,4,16.17,1,4,0.2811,578.117,587.325,596.687,594.774,625.554,615.985,599.218,623.961,617.199,551.782,10,5,30,10,2,5,1,1004,28,0.6565293389471261
10,1,3,1,4,16.08,1,8,0.7336,557.866,648.737,662.155,634.171,680.557,599.137,629.602,635.483,638.6,691.22,78,0,91,100,3,100,0,376,23,1.0390698094117117
10,1,2,2,4,16,1,8,1.0288,621.651,624.241,601.737,617.116,622.398,610.648,603.689,660.686,659.21,638.786,92,92,91,92,92,92,0,568,28,0.9230956633927967
9,1,1,1,4,15.25,1,4,0.9053,459.322,501.815,530.97,451.022,477.345,441.18,472.06,490.85,484.466,482.503,30,20,20,15,0,3,0,1070,33,-0.5322064316619824
10,1,4,3,4,15.58,1,9,1.2025,574.384,661.022,665.233,635.806,591.251,649.001,619.437,631.277,595.404,614.635,2,10,15,3,0,3,0,701,23,0.9007676824878553
10,1,3,2,4,15.75,1,4,-1.1498,435.443,390.012,444.505,394.933,403.661,405.369,412.475,399.632,408.273,402.377,20,20,20,20,0,2,0,783,23,-1.219678033753101
10,2,4,4,4,15.92,1,8,0.8737,735.594,836.605,766.096,750.206,716.987,724.531,743.312,702.199,730.483,719.316,80,80,80,80,15,15,0,576,28,2.077425473742073
10,2,2,2,4,15.42,1,8,0.0701,437.717,529.789,474.111,632.41,538.732,518.452,567.311,545.757,585.592,562.961,14,0,16,17,26,5,0,725,28,0.0654603568756927
10,2,3,3,3,16.25,1,4,-0.2828,578.269,535.259,585.084,499.134,561.133,535.466,602.098,572.425,540.104,564.537,20,20,90,80,75,75,20,1042,28,0.24356115498596242
10,2,1,1,2,15.67,1,4,-0.6909,475.19,453.957,449.023,455.21,497.919,481.261,486.247,453.811,498.742,486.217,73,71,91,96,11,95,6,1020,28,-0.5839463784420379
10,1,1,2,3,15.67,1,8,0.444,503.387,487.163,489.954,489.256,489.804,492.74,519.117,523.07,535.318,508.93,52,1,81,52,10,5,0,1250,28,-0.28596832853522075
9,2,2,2,3,15.25,1,5,-1.0922,382.841,339.489,386.353,354.591,371.787,283.498,334.724,300.206,367.801,363.221,30,90,40,60,20,10,0,302,28,-1.8267448729884805
10,1,3,2,4,15.58,1,8,0.8704,611.095,656.087,638.448,655.962,700.684,610.554,591.167,559.007,634.743,626.08,10,5,30,10,2,5,1,1004,28,0.9462726082758721
10,2,3,2,4,15.58,1,9,1.9194,670.136,744.537,771.063,718.169,688.725,675.025,753.15,712.198,769.394,772.933,10,5,33,100,0,10,1,668,33,1.9294798345240058
10,1,4,4,4,15.83,1,4,0.2092,587.237,604.372,570.577,600.035,622.575,609.443,619.293,615.986,578.174,528.359,40,30,40,20,5,1,1,108,23,0.6026965637417986
10,1,2,1,4,16,1,5,-0.4991,436.172,432.691,442.955,456.177,432.541,416.931,405.225,421.755,443.198,410.138,37,32,46,26,10,2,0,887,28,-1.02096174623434
10,1,1,1,4,16.17,1,7,0.5851,563.964,526.804,572.925,620.642,531,514.221,577.866,542.82,594.884,569.531,10,21,20,22,10,29,1,505,23,0.2844312605934902
9,1,3,2,4,15.33,1,4,-1.0592,509.494,543.987,527.331,535.928,490.259,524.495,519.978,581.822,558.941,571.754,12,13,18,18,19,82,3,561,33,0.035442767830651666
10,1,4,2,4,15.58,1,8,0.8837,607.473,549.729,518.877,630.389,532.732,538.361,532.05,556.737,604.32,587.579,10,3,10,5,0,2,0,658,23,0.3271099369823271
10,2,1,2,4,16.17,1,7,0.4239,602.165,631.925,608.584,602.72,643.302,576.955,556.82,612.863,608.639,626.6,10,0,16,35,13,5,0,960,23,0.7342276963354181
10,2,3,3,4,16,1,4,-0.4003,564.031,482.809,536.485,502.043,487.524,479.29,509.295,525.004,505.99,530.263,68,68,69,68,23,29,0,432,28,-0.20375703197257106
10,1,3,2,4,15.67,1,8,-0.4282,362.057,407.35,429.961,413.444,352.611,466.409,409.887,386.328,411.468,373.109,20,0,20,20,10,10,0,301,28,-1.3017764277051573
10,1,2,1,4,15.83,1,8,0.3926,553.454,563.37,562.405,568.885,576.993,583.687,576.86,566.683,575.725,631.843,10,5,33,100,0,10,1,668,33,0.42836546436705064
10,1,3,2,4,15.83,1,8,0.7086,465.04,467.979,454.125,469.835,479.251,479.809,472.875,402.814,427.757,472.792,5,0,50,70,24,30,0,386,23,-0.7280508732125187
10,1,2,2,4,16.08,1,4,-0.0561,507.09,510.908,442.283,527.611,533.288,513.962,517.783,465.701,492.63,467.681,10,5,30,10,2,5,1,1004,28,-0.34482610047149054
10,1,4,3,4,16.17,1,9,0.5178,741.56,643.511,622.931,629.324,678.031,627.901,604.998,773.726,642.423,628.243,15,17,18,17,20,22,22,394,23,1.2505113456429027
10,1,4,2,4,16.08,1,9,0.8619,602.615,697.293,589.586,604.602,604.41,602.641,612.444,631.812,596.403,628.966,20,25,25,10,10,10,1,642,28,0.8344373727749482
10,2,2,1,3,16.17,1,4,-0.4062,589.679,603.274,576.062,572.436,660.72,582.056,635.318,629.451,664.528,669.531,10,30,30,80,0,45,0,629,23,0.8475583858495662
10,1,2,2,4,16.08,1,9,1.237,602.74,570.391,609.936,586.319,619.59,590.599,551.793,602.263,598.571,680.202,50,6,74,25,57,82,2,700,23,0.6771279001319237
10,1,1,1,4,15.42,1,4,-0.3651,399.597,367.362,377.155,455.139,446.302,395.267,394.98,399.927,397.704,368.635,1,5,5,90,0,7,0,1089,28,-1.3135159476956368
10,2,2,2,4,16,1,8,0.3772,577.111,550.919,580.092,589.216,595.516,556.231,608.533,532.989,537.195,544.283,20,0,91,57,0,83,0,577,23,0.3414763982866023
10,1,1,2,4,15.42,1,2,0.5782,515.201,467.31,513.133,481.356,494.621,507.973,461.463,481.205,477.85,491.328,26,0,43,31,0,10,3,607,23,-0.4327631002670842
10,2,4,4,4,15.92,1,5,-0.7863,709.071,706.305,589.371,648.398,692.149,659.676,621.338,684.747,647.987,679.614,10,3,10,5,0,2,0,658,23,1.2974696090658329
10,2,2,1,4,16,1,8,-0.1769,698.585,694.463,710.744,716.149,754.258,728.859,762.65,692.074,734.88,702.597,10,10,40,90,10,10,0,780,28,1.8510533913537948
10,1,1,1,4,15.67,1,8,0.5346,529.156,532.892,518.334,522.452,489.485,498.097,489.939,532.906,495.253,504.23,10,0,16,35,13,5,0,960,23,-0.21399894921822077
10,2,1,2,2,15.67,1,4,-0.1364,404.685,388.717,414.906,434.256,386.517,432.395,449.113,404.969,478.57,421.263,20,45,23,55,14,18,4,286,23,-1.1005161978907823
10,1,2,1,4,16.17,1,4,-0.4499,561.367,574.385,602.225,596.267,579.139,571.53,570.73,601.178,583.666,574.539,0,0,0,0,0,5,0,587,23,0.4820470976279261
10,2,4,4,4,15.75,1,4,-1.2575,595.602,546.272,568.022,626.087,574.046,547.756,566.024,596.528,569.474,544.121,15,20,20,70,0,12,1,364,23,0.401626476065988
9,1,4,3,4,15.25,1,8,1.2878,563.677,528.444,501.57,494.325,415.256,522.057,571.203,515.428,492.787,554.355,50,30,40,10,20,20,0,622,28,-0.16582771057925524
10,1,3,3,3,15.83,1,8,1.2642,637.95,680.215,680.393,694.61,709.429,684.763,687.386,672.288,687.51,713.242,20,10,15,15,2,5,0,696,28,1.5058235400470688
10,2,4,4,4,15.58,1,4,-0.7308,575.159,529.841,545.621,530.546,518.583,551.386,509.054,578.061,545.762,530.425,9,11,14,31,0,5,0,401,18,0.08505107132075904
10,1,2,1,4,15.42,1,8,0.6563,542.413,559.319,578.184,553.602,586.258,503.282,545.211,529.454,563.695,547.67,20,10,20,12,10,10,0,729,23,0.17884276800898918
10,1,3,3,4,16.17,1,8,1.6089,572.737,563.591,571.622,653.105,639.921,631.238,571.161,589.653,581.953,597.259,1,1,50,50,0,10,0,804,38,0.6382329380341021
10,2,3,2,4,16,1,7,1.031,622.963,642.317,612.8,657.177,714.828,637.741,630.668,593.022,654.639,687.121,10,0,16,35,13,5,0,960,23,1.1149583485742478
10,1,3,2,4,15.58,1,8,0.9961,582.484,545.142,511.259,536.636,556.831,499.462,558.115,595.216,510.008,586.289,37,32,46,26,10,2,0,887,28,0.15128945241686603
10,1,3,3,3,16.08,1,8,1.1508,446.361,457.994,446.189,441.925,424.894,453.798,465.368,439.752,494.378,463.84,20,10,10,10,1,1,1,702,18,-0.7850898077807321
10,2,3,3,3,16,1,4,-1.3052,573.541,485.943,544.292,558.106,579.871,539.618,564.58,592.832,540.995,529.955,10,5,15,10,1,1,0,572,18,0.17992431559764038
10,2,3,2,4,15.67,1,4,-1.167,662.102,644.975,669.271,633.709,585.518,610.461,596.3,643.249,638.514,604.012,20,10,10,10,1,1,1,702,18,0.9501809313971457
10,1,3,3,3,15.5,1,8,0.7943,542.612,582.291,539.548,556.508,572.251,553.699,562.485,520.006,533.813,506.311,10,30,30,80,0,45,0,629,23,0.14057219672930407
10,2,1,1,1,16,1,4,-1.2921,300.37,333.024,367.076,299.088,228.811,377.57,316.307,293.483,272.115,362.851,10,20,10,15,0,20,0,547,18,-2.1560485129656497
10,2,3,4,2,15.83,1,4,-0.7589,697.582,631.664,609.887,627.057,641.409,635.714,613.069,623.404,671.99,631.425,20,10,10,10,0,5,2,677,23,1.045375848435957
10,2,4,4,4,15.25,1,8,1.1511,666.315,685.239,631.517,675.324,696.443,657.171,678.574,634.98,664.106,686.034,30,30,30,30,5,25,0,835,23,1.335533083802937
10,2,3,2,4,16.17,1,4,0.1712,681.817,623.124,682.283,652.259,623.459,612.245,671.129,660.376,638.025,649.609,20,20,90,80,75,75,20,1042,28,1.1552562570355374
10,2,3,2,4,16.17,1,4,-0.8628,609.289,514.608,556.074,561.861,553.002,547.579,575.584,573.341,561.124,552.139,6,2,12,22,7,4,0,730,28,0.2742875902491729
9,2,2,2,3,15.33,1,8,0.823,469.415,462.186,490.401,403.291,463.3,434.093,426.761,471.86,415.911,371.444,30,100,30,100,0,10,0,558,28,-0.9118917988418578
10,1,1,1,3,15.67,1,4,-1.3697,425.009,471.423,521.289,525.255,419.885,406.584,497.932,474.068,481.756,484.177,10,0,16,35,13,5,0,960,23,-0.6148287202206644
10,1,2,3,3,15.5,1,4,-0.3116,522.834,553.703,507.281,531.588,554.463,531.556,517.796,547.739,536.801,569.419,5,0,50,70,24,30,0,386,23,0.04448342075383625
10,1,1,1,3,16.17,1,5,-0.6451,512.741,555.972,603.206,600.545,563.569,516.877,610.893,509.522,545.861,523.2,20,25,25,10,10,10,1,642,28,0.21310455142361523
10,1,2,2,3,16.08,1,7,0.4723,398.911,378.098,320.718,301.66,389.73,318.058,360.065,357.862,346.121,383.286,5,0,5,16,0,3,0,658,23,-1.7571081285820445
10,2,3,2,4,15.5,1,4,0.0896,430.186,396.249,362.291,414.141,395.745,391.19,398.099,412.25,397.919,378.306,30,30,30,30,5,25,0,835,23,-1.3388276863937185
10,2,2,2,2,15.75,1,4,-0.3408,292.677,365.945,352.97,274.244,324.572,320.231,311.129,395.037,274.078,296.283,34,50,1,1,1,0,1,463,18,-2.102219798015535
9,2,4,4,3,15.58,1,10,1.4267,620.564,619.83,724.613,722.151,700.565,639.115,643.723,658.542,661.899,665.558,30,20,10,20,20,10,1,628,28,1.3152355791436872
10,1,3,2,4,15.58,1,8,0.7824,619.269,607.437,583.955,654.071,626.163,625.188,593.264,616.144,615.228,623.35,10,10,50,50,0,20,5,1231,28,0.8281558926385066
10,2,4,4,3,16.17,1,8,0.9597,615.202,607.545,697.734,681.726,663.959,633.045,636.064,675.641,636.622,668.103,12,5,68,100,0,10,4,1214,28,1.1756861022069758
10,2,3,3,3,16,1,3,0.0701,449.947,443.122,461.767,434.753,475.096,499.952,429.122,453.396,452.2,491.439,5,0,10,5,30,5,0,729,23,-0.7302127510960887
10,1,3,2,4,15.67,1,8,0.9354,687.321,642.154,565.641,592.485,646.056,656.733,659.217,643.808,585.545,610.876,1,0,3,5,0,2,0,1009,33,0.9534781078550301
10,1,2,2,2,15.58,1,4,-0.171,395.852,414.56,409.282,397.344,389.966,395.732,370.696,411.421,417.672,399.537,15,80,30,70,0,2,0,697,28,-1.3139349692877895
10,2,2,2,4,16.17,1,8,1.1737,518.955,587.421,525.634,544.137,578.513,552.851,574.202,559.954,563.172,512.792,22,2,37,13,0,13,0,745,23,0.18833707245652587
10,2,3,3,3,15.83,1,9,1.5695,716.965,720.426,723.62,737.368,795.253,712.02,762.758,752.036,696.936,762.069,70,10,70,70,3,5,0,260,13,2.031987110219353
10,1,2,2,4,15.92,1,4,-0.1256,571.916,602.273,564.264,618.104,560.969,597.203,588.769,569.859,550.01,575.25,2,0,10,5,0,10,0,448,18,0.466602990816697
10,1,3,3,3,15.92,1,4,0.2289,551.696,549.246,505.328,465.974,552.03,528.815,541.257,543.48,507.763,483.597,2,0,10,5,0,10,0,448,18,-0.09780947380114946
10,1,2,2,4,15.58,1,5,0.0177,615.48,581.581,557.471,577.277,631.282,596.835,605.021,583.254,594.477,526.333,70,33,90,50,20,20,0,577,23,0.5364660509091512
10,1,2,3,4,16,1,4,-1.4595,554.366,562.281,563.366,541.109,539.719,527.194,536.768,514.124,565.282,558.32,2,10,17,18,1,61,0,968,28,0.1333045733043545
10,2,2,2,4,16.17,1,5,0.128,464.373,473.515,494.425,423.978,489.8,440.354,489.207,458.917,434.423,493.326,10,5,15,10,1,1,0,572,18,-0.6595560610905902
10,2,1,1,1,15.75,1,8,-0.5982,379.228,358.086,328.498,315.894,371.806,275.597,341.106,313.652,351.423,356.861,16,15,71,89,22,23,0,1107,33,-1.918020137255125
9,2,2,2,4,15.33,1,5,-0.3117,420.855,466.461,457.766,507.131,441.409,506.689,445.291,464.575,445.59,473.698,30,100,30,100,0,10,0,558,28,-0.6916718476758995
10,2,1,1,1,15.67,1,4,-0.5904,451.938,459.184,423.464,420.788,389.454,484.446,435.643,468.025,468.829,397.803,14,0,16,17,26,5,0,725,28,-0.918994455650471
10,1,3,3,3,15.5,1,5,0.2927,512.18,532.814,559.472,511.402,513.12,499.383,494.978,486.992,514.497,510.677,0,0,0,0,0,5,0,587,23,-0.1911360166684727
10,1,2,1,4,16,1,4,0.3587,508.953,404.04,483.576,476.622,448.126,459.454,419.207,433.449,506.78,486.368,20,25,25,10,10,10,1,642,28,-0.6948595570751881
10,1,2,3,4,16.17,1,8,1.0228,649.647,597.65,585.954,606.038,633.725,632.457,613.261,627.864,579.915,636.733,5,0,50,70,24,30,0,386,23,0.827408929911169
10,1,1,1,3,15.83,1,8,0.7271,383.865,451.99,421.407,471.426,460.413,435.417,475.309,403.745,521.469,501.228,10,21,20,22,10,29,1,505,23,-0.7926106201313639
10,1,2,2,3,16.17,1,4,0.3958,354.806,325.399,352.607,394.346,352.678,357.373,388.129,363.701,376.961,404.096,7,9,5,5,19,3,0,485,23,-1.641468285569385
10,1,3,3,4,16.17,1,4,-0.5528,562.499,553.609,577.63,564.065,587.225,594.444,585.756,547.234,611.661,585.265,20,50,50,100,0,30,2,838,28,0.4382927548344206
10,2,2,2,4,15.92,1,9,1.2582,591.595,561.435,564.079,631.124,526.451,546.363,626.075,596.987,586.831,613.533,70,55,70,50,5,5,4,922,23,0.5124349007286071
10,2,2,1,4,15.5,1,4,-1.1037,510.407,586.526,601.062,541.327,511.637,576.009,592.412,588.379,546.187,616.54,60,31,61,20,60,19,2,246,23,0.3397448890019563
10,1,3,3,3,15.5,1,4,0.2908,655.104,622.537,672.106,617.241,648.367,652.24,690.991,650.226,611.532,673.543,100,99,97,99,99,99,0,713,23,1.1555471701178217
10,1,1,2,4,15.83,1,4,0.002,456.453,465.281,487.093,476.896,459.007,455.245,404.527,497.537,480.337,494.37,20,0,20,2,0,3,0,593,13,-0.6464622910219587
10,1,1,2,4,15.42,1,4,0.1903,369.714,415.221,443.122,402.741,424.633,410.711,397.421,363.82,346.856,429.314,10,10,5,5,0,3,1,993,28,-1.31221705658793
10,1,3,2,4,15.5,1,3,-0.7539,395.153,387.3,430.53,449.572,452.603,400.73,417.025,392.88,397.539,421.75,10,0,50,45,0,5,0,145,18,-1.1718562040716447
10,1,2,2,4,15.58,1,4,-0.9311,526.368,556.1,574.338,572.549,583.579,596.464,581.414,563.751,553.231,584.626,2,0,10,5,0,10,0,448,18,0.3615955228035704
10,1,2,2,4,15.83,1,5,-0.3898,647.035,688.046,651.123,703.077,693.567,667.248,636.661,681.935,683.632,690.405,10,5,30,10,2,5,1,1004,28,1.4008419218440376
10,1,2,2,3,15.75,1,10,0.3955,484.95,463.259,504.97,488.153,482.978,470.532,447.383,437.493,430.976,470.056,40,30,40,20,5,1,1,108,23,-0.6416999242269293
10,2,2,1,4,15.92,1,8,0.6483,689.002,699.273,650.243,751.785,717.233,663.292,722.436,720.179,677.921,650.487,100,54,100,100,53,100,20,1050,33,1.5986971973107231
10,2,3,3,3,15.5,1,8,0.3932,546.062,603.339,568.099,590.633,623.33,622.649,561.435,598.138,522.653,588.767,0,0,0,0,0,0,0,1000,33,0.49192454253208573
